service,scenario,concurrency,request_no,status,bytes,latency_ms,error
spin,image-resize,25,71,200,22304,301.554700,
spin,image-resize,25,72,200,22304,354.832600,
spin,image-resize,25,73,200,22304,259.649900,
spin,image-resize,25,74,200,22304,282.797400,
spin,image-resize,25,75,200,22304,279.841200,
spin,image-resize,25,76,200,22304,295.068500,
spin,image-resize,25,77,200,22304,253.954000,
spin,image-resize,25,78,200,22304,342.303300,
spin,image-resize,25,79,200,22304,268.584200,
spin,image-resize,25,80,200,22304,327.289300,
spin,image-resize,25,81,200,22304,326.927600,
spin,image-resize,25,82,200,22304,329.245100,
spin,image-resize,25,83,200,22304,356.350800,
spin,image-resize,25,84,200,22304,340.464100,
spin,image-resize,25,85,200,22304,358.956900,
spin,image-resize,25,86,200,22304,252.998000,
spin,image-resize,25,87,200,22304,271.309800,
spin,image-resize,25,88,200,22304,301.315300,
spin,image-resize,25,89,200,22304,347.969400,
spin,image-resize,25,90,200,22304,304.776100,
spin,image-resize,25,91,200,22304,236.342300,
spin,image-resize,25,92,200,22304,274.270700,
spin,image-resize,25,93,200,22304,236.951900,
spin,image-resize,25,94,200,22304,313.047700,
spin,image-resize,25,95,200,22304,338.632000,
spin,image-resize,25,96,200,22304,262.806900,
spin,image-resize,25,97,200,22304,283.370300,
spin,image-resize,25,98,200,22304,295.625200,
spin,image-resize,25,99,200,22304,277.741000,
spin,image-resize,25,100,200,22304,255.494400,
spin,image-resize,50,1,200,22304,176.759700,
spin,image-resize,50,2,200,22304,172.677300,
spin,image-resize,50,3,200,22304,165.435700,
spin,image-resize,50,4,200,22304,170.136400,
spin,image-resize,50,5,200,22304,162.575400,
spin,image-resize,50,6,200,22304,179.077700,
spin,image-resize,50,7,200,22304,191.805500,
spin,image-resize,50,8,200,22304,196.899500,
spin,image-resize,50,9,200,22304,191.645400,
spin,image-resize,50,10,200,22304,192.186500,
spin,image-resize,50,11,200,22304,221.466400,
spin,image-resize,50,12,200,22304,233.614700,
spin,image-resize,50,13,200,22304,228.940700,
spin,image-resize,50,14,200,22304,235.367800,
spin,image-resize,50,15,200,22304,238.128400,
spin,image-resize,50,16,200,22304,304.363400,
spin,image-resize,50,17,200,22304,311.514900,
spin,image-resize,50,18,200,22304,330.598400,
spin,image-resize,50,19,200,22304,334.187600,
spin,image-resize,50,20,200,22304,352.518500,
spin,image-resize,50,21,200,22304,241.097800,
spin,image-resize,50,22,200,22304,357.581400,
spin,image-resize,50,23,200,22304,323.861500,
spin,image-resize,50,24,200,22304,360.313200,
spin,image-resize,50,25,200,22304,272.969100,
spin,image-resize,50,26,200,22304,247.042600,
spin,image-resize,50,27,200,22304,223.262700,
spin,image-resize,50,28,200,22304,332.420700,
spin,image-resize,50,29,200,22304,242.305800,
spin,image-resize,50,30,200,22304,437.830800,
spin,image-resize,50,31,200,22304,303.957500,
spin,image-resize,50,32,200,22304,451.793800,
spin,image-resize,50,33,200,22304,491.262500,
spin,image-resize,50,34,200,22304,498.709000,
spin,image-resize,50,35,200,22304,500.762900,
spin,image-resize,50,36,200,22304,511.311900,
spin,image-resize,50,37,200,22304,520.048200,
spin,image-resize,50,38,200,22304,535.725500,
spin,image-resize,50,39,200,22304,536.762100,
spin,image-resize,50,40,200,22304,373.134300,
spin,image-resize,50,41,200,22304,552.599000,
spin,image-resize,50,42,200,22304,553.496400,
spin,image-resize,50,43,200,22304,563.024800,
spin,image-resize,50,44,200,22304,415.295300,
spin,image-resize,50,45,200,22304,588.221700,
spin,image-resize,50,46,200,22304,428.479500,
spin,image-resize,50,47,200,22304,608.076800,
spin,image-resize,50,48,200,22304,611.361900,
spin,image-resize,50,49,200,22304,636.080000,
spin,image-resize,50,50,200,22304,494.458100,
spin,image-resize,50,51,200,22304,429.337900,
spin,image-resize,50,52,200,22304,347.370100,
spin,image-resize,50,53,200,22304,367.445600,
spin,image-resize,50,54,200,22304,624.783800,
spin,image-resize,50,55,200,22304,862.716700,
spin,image-resize,50,56,200,22304,346.828100,
spin,image-resize,50,57,200,22304,699.871500,
spin,image-resize,50,58,200,22304,374.075700,
spin,image-resize,50,59,200,22304,703.417400,
spin,image-resize,50,60,200,22304,672.532000,
spin,image-resize,50,61,200,22304,699.497000,
spin,image-resize,50,62,200,22304,724.334100,
spin,image-resize,50,63,200,22304,354.555900,
spin,image-resize,50,64,200,22304,389.609300,
